q_type	len_type	user	expUserID	game_type	usr_type	duration	id	game_id	slang	tlang	score	task_num	slack	total	divref0	divref1	divref2	divsrc0	divsrc1	divsrc2	divtrn0	divref-divref	divref-divsrc	divref-divtrn	divsrc-divref	divsrc-divsrc	divsrc-divtrn	divtrn-divref	divtrn-divsrc	divtrn-divtrn
max	short	user19	19	src+tgt	no	41.51	1679	19_227	es	en	80	4	4.74	36.77	5.16	0.00	0.00	9.07	0.03	22.51	0.00	37	1	0	1	280	0	0	0	0
max	short	user19	19	src+tgt	no	43.68	1125	19_227	es	en	85	5	8.48	35.20	0.46	0.00	0.00	10.99	18.08	5.66	0.00	7	1	0	1	233	0	0	0	0
max	short	user19	19	src+tgt	no	48.44	2788	19_227	es	en	90	6	6.21	42.23	1.27	0.53	0.00	28.84	4.96	6.64	0.00	33	4	0	4	353	0	0	0	0
max	short	user19	19	src+tgt	no	55.28	5	19_227	es	en	100	7	8.15	47.13	3.93	0.00	0.00	36.47	1.17	5.57	0.00	47	3	0	3	425	0	0	0	0
max	mid	user19	19	src+tgt	no	52.24	1185	19_227	es	en	90	8	6.28	45.96	10.05	2.60	0.00	18.12	0.89	14.29	0.00	96	2	0	2	432	0	0	0	0
max	mid	user19	19	src+tgt	no	78.52	470	19_227	es	en	75	9	6.95	71.57	12.39	6.36	0.00	31.40	5.23	15.86	0.33	278	3	0	3	495	1	0	0	1
max	mid	user19	19	src+tgt	no	59.25	2681	19_227	es	en	90	10	8.16	51.09	8.49	2.67	1.16	19.72	9.69	9.36	0.00	209	4	0	4	395	0	0	0	0
min	long	user19	19	src+tgt	no	87.90	423	19_227	es	en	30	11	1.63	86.27	8.36	6.66	0.00	31.10	21.19	15.12	3.83	190	3	0	3	712	1	0	1	87
min	long	user19	19	src+tgt	no	88.42	608	19_227	es	en	55	12	11.37	77.05	8.38	6.03	0.93	34.01	4.06	23.63	0.00	131	5	0	5	532	0	0	0	0
min	short	user19	19	src+tgt	no	43.42	931	19_227	es	en	60	13	8.21	35.21	5.36	0.00	0.00	28.84	0.00	1.01	0.00	47	3	0	3	165	0	0	0	0
min	long	user19	19	src+tgt	no	90.77	1955	19_227	es	en	10	14	3.27	87.50	21.18	11.78	6.52	19.99	11.71	15.01	1.31	387	6	1	6	544	1	1	1	21
min	long	user19	19	src+tgt	no	108.93	2011	19_227	es	en	40	15	5.28	103.65	17.22	6.63	2.20	22.00	16.28	39.32	0.00	370	6	0	6	1071	0	0	0	0
min	short	user19	19	src+tgt	no	59.71	868	19_227	es	en	30	16	4.45	55.26	2.66	0.00	0.00	35.84	0.00	16.75	0.00	67	2	0	2	337	0	0	0	0
min	short	user19	19	src+tgt	no	58.46	1282	19_227	es	en	60	17	6.74	51.72	2.76	0.00	1.36	28.60	0.69	18.30	0.00	49	2	0	2	832	0	0	0	0
min	mid	user19	19	src+tgt	no	65.42	212	19_227	es	en	25	18	7.03	58.39	0.00	1.94	0.53	28.41	1.59	22.52	3.40	26	2	0	2	814	2	0	2	10
min	mid	user19	19	src+tgt	no	39.87	938	19_227	es	en	75	19	12.93	26.94	5.23	0.00	0.90	11.19	0.00	8.28	1.34	89	2	0	3	265	1	0	1	1
min	mid	user19	19	src+tgt	no	52.71	2539	19_227	es	en	35	20	5.09	47.62	1.13	0.00	1.40	21.55	2.66	20.88	0.00	32	2	0	2	541	0	0	0	0
max	long	user19	19	tgt	no	72.83	1302	19_237	es	en	65	1	6.89	65.94	44.70	6.95	4.60	0.00	0.00	0.00	9.69	349	0	2	0	0	0	2	0	19
max	long	user19	19	tgt	no	52.16	663	19_237	es	en	35	2	2.48	49.68	0.00	36.94	1.40	0.00	0.00	0.00	11.34	195	0	1	0	0	0	1	0	12
max	long	user19	19	tgt	no	74.27	1216	19_237	es	en	90	3	4.33	69.94	8.88	35.05	8.39	0.00	0.00	0.00	17.62	455	0	2	0	0	0	1	0	62
max	short	user19	19	tgt	no	19.90	974	19_237	es	en	20	4	2.55	17.35	0.00	0.00	13.36	0.00	0.00	0.00	3.99	4	0	1	0	0	0	1	0	14
max	long	user19	19	tgt	no	78.71	1829	19_237	es	en	70	5	2.27	76.44	4.82	38.44	17.09	0.00	0.00	0.00	16.09	275	0	4	0	0	0	3	0	228
max	short	user19	19	tgt	no	22.69	2575	19_237	es	en	40	6	22.19	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	6	0	0	0	0	0	0	0	0
max	short	user19	19	tgt	no	58.03	124	19_237	es	en	60	7	24.16	33.87	33.87	0.00	0.00	0.00	0.00	0.00	0.00	128	0	0	0	0	0	0	0	0
max	mid	user19	19	tgt	no	17.99	1632	19_237	es	en	100	8	11.89	6.10	2.94	0.00	0.00	0.00	0.00	0.00	3.16	26	0	0	0	0	0	1	0	2
max	mid	user19	19	tgt	no	38.18	1462	19_237	es	en	95	9	12.00	26.18	13.92	7.92	4.33	0.00	0.00	0.00	0.00	114	0	0	0	0	0	0	0	0
max	mid	user19	19	tgt	no	35.70	930	19_237	es	en	85	10	1.68	34.02	8.22	13.09	4.63	0.00	0.00	0.00	8.08	180	0	1	0	0	0	1	0	18
min	long	user19	19	tgt	no	51.05	154	19_237	es	en	20	11	1.83	49.22	25.58	7.73	9.46	0.00	0.00	0.00	6.46	204	0	1	0	0	0	1	0	5
min	long	user19	19	tgt	no	44.25	2758	19_237	es	en	29	12	5.25	39.00	12.05	12.89	8.23	0.00	0.00	0.00	5.83	112	0	1	0	0	0	0	0	5
min	long	user19	19	tgt	no	44.88	2126	19_237	es	en	85	13	6.41	38.47	1.64	17.08	16.99	0.00	0.00	0.00	2.75	213	0	2	0	0	0	1	0	94
min	short	user19	19	tgt	no	40.30	985	19_237	es	en	35	14	27.94	12.36	12.36	0.00	0.00	0.00	0.00	0.00	0.00	143	0	0	0	0	0	0	0	0
min	short	user19	19	tgt	no	24.27	1134	19_237	es	en	40	15	21.11	3.16	2.66	0.50	0.00	0.00	0.00	0.00	0.00	14	0	0	0	0	0	0	0	0
min	mid	user19	19	tgt	no	46.31	1330	19_237	es	en	30	16	7.57	38.74	13.66	12.46	12.29	0.00	0.00	0.00	0.33	137	0	1	0	0	0	0	0	2
min	mid	user19	19	tgt	no	39.10	2415	19_237	es	en	80	17	13.12	25.98	16.92	8.59	0.47	0.00	0.00	0.00	0.00	132	0	0	0	0	0	0	0	0
min	short	user19	19	tgt	no	20.20	2841	19_237	es	en	65	18	8.01	12.19	0.73	10.82	0.00	0.00	0.00	0.00	0.64	14	0	0	0	0	0	1	0	4
min	mid	user19	19	tgt	no	33.12	1332	19_237	es	en	40	19	9.77	23.35	8.72	13.55	1.07	0.00	0.00	0.00	0.00	80	0	0	0	0	0	0	0	0
min	mid	user19	19	tgt	no	44.68	2790	19_237	es	en	90	20	15.80	28.88	27.34	0.00	1.53	0.00	0.00	0.00	0.00	171	0	0	0	0	0	0	0	0
max	long	user2	2	src	yes	35.72	609	2_594	es	en	90	1	2.75	32.97	0.00	0.00	0.00	0.00	8.79	10.69	13.49	0	0	0	0	384	4	0	4	12
max	long	user2	2	src	yes	23.24	937	2_594	es	en	75	2	6.90	16.34	0.00	0.00	0.00	0.00	5.35	5.83	5.16	0	0	0	0	175	2	0	2	24
max	long	user2	2	src	yes	46.00	719	2_594	es	en	90	3	12.78	33.22	0.00	0.00	0.00	0.00	15.29	8.99	8.95	0	0	0	0	526	2	0	2	94
max	short	user2	2	src	yes	22.74	1655	2_594	es	en	85	4	5.12	17.62	0.00	0.00	0.00	0.00	0.00	17.32	0.30	0	0	0	0	407	1	0	0	0
max	short	user2	2	src	yes	20.65	450	2_594	es	en	65	5	7.86	12.79	0.00	0.00	0.00	0.00	0.00	7.73	5.07	0	0	0	0	166	2	0	2	37
max	short	user2	2	src	yes	24.91	666	2_594	es	en	80	6	8.46	16.45	0.00	0.00	0.00	0.00	0.00	15.32	1.13	0	0	0	0	359	2	0	1	5
max	short	user2	2	src	yes	15.72	987	2_594	es	en	75	7	10.29	5.43	0.00	0.00	0.00	0.00	0.00	4.96	0.47	0	0	0	0	65	1	0	1	2
max	mid	user2	2	src	yes	18.46	126	2_594	es	en	25	8	7.97	10.49	0.00	0.00	0.00	0.00	6.03	4.46	0.00	0	0	0	0	267	0	0	0	0
max	mid	user2	2	src	yes	19.00	787	2_594	es	en	46	9	7.11	11.89	0.00	0.00	0.00	0.00	0.00	11.09	0.80	0	0	0	0	124	2	0	1	1
max	mid	user2	2	src	yes	26.50	2577	2_594	es	en	85	10	7.88	18.62	0.00	0.00	0.00	5.84	2.12	6.19	4.47	0	0	0	0	304	1	0	2	13
min	long	user2	2	src	yes	29.73	1331	2_594	es	en	15	11	8.12	21.61	0.00	0.00	0.00	0.00	3.63	10.66	7.33	0	0	0	0	254	2	0	1	42
min	short	user2	2	src	yes	23.30	2969	2_594	es	en	15	12	10.25	13.05	0.00	0.00	0.00	0.00	1.53	9.56	1.96	0	0	0	0	172	0	0	1	0
min	long	user2	2	src	yes	32.89	2085	2_594	es	en	10	13	9.68	23.21	0.00	0.00	0.00	0.00	1.77	16.82	4.63	0	0	0	0	143	3	0	2	100
min	long	user2	2	src	yes	28.12	341	2_594	es	en	25	14	8.44	19.68	0.00	0.00	0.00	0.00	9.89	2.76	7.03	0	0	0	0	197	3	0	2	101
min	long	user2	2	src	yes	32.96	747	2_594	es	en	10	15	6.29	26.67	0.00	0.00	0.00	0.00	10.17	11.27	5.23	0	0	0	0	421	1	0	2	43
min	short	user2	2	src	yes	15.74	1654	2_594	es	en	55	16	8.83	6.91	0.00	0.00	0.00	0.00	2.09	3.60	1.23	0	0	0	0	72	1	0	1	3
min	short	user2	2	src	yes	23.32	2840	2_594	es	en	40	17	10.27	13.05	0.00	0.00	0.00	0.00	0.00	4.26	8.79	0	0	0	0	0	1	0	1	25
min	mid	user2	2	src	yes	29.21	1588	2_594	es	en	50	18	13.46	15.75	0.00	0.00	0.00	0.00	4.83	10.62	0.30	0	0	0	0	252	1	0	0	0
min	mid	user2	2	src	yes	17.18	1071	2_594	es	en	35	19	6.76	10.42	0.00	0.00	0.00	0.00	0.00	8.83	1.60	0	0	0	0	63	2	0	1	0
min	mid	user2	2	src	yes	17.78	403	2_594	es	en	40	20	12.22	5.56	0.00	0.00	0.00	0.00	0.80	4.36	0.40	0	0	0	0	49	1	0	0	3
max	long	user2	2	src+tgt	yes	42.25	423	2_933	es	en	60	1	12.89	29.36	0.00	0.50	13.32	0.00	1.62	12.42	1.50	353	1	2	1	320	1	2	0	1
max	long	user2	2	src+tgt	yes	50.22	608	2_933	es	en	65	2	8.77	41.45	0.00	2.40	8.92	0.00	12.71	15.28	2.14	332	3	0	3	477	2	0	2	7
max	short	user2	2	src+tgt	yes	13.44	931	2_933	es	en	30	3	12.27	1.17	0.00	0.00	0.56	0.00	0.00	0.00	0.60	7	0	0	0	0	0	1	0	1
max	long	user2	2	src+tgt	yes	54.64	1955	2_933	es	en	80	4	11.00	43.64	1.40	6.65	10.82	12.36	6.82	5.15	0.44	349	5	1	6	565	0	1	0	15
max	long	user2	2	src+tgt	yes	50.22	2011	2_933	es	en	99	5	9.65	40.57	0.00	4.99	9.36	0.00	10.00	9.56	6.66	306	1	1	1	361	2	1	1	24
max	short	user2	2	src+tgt	yes	14.08	868	2_933	es	en	55	6	5.58	8.50	0.00	0.00	2.71	0.00	0.00	5.50	0.30	12	0	1	1	148	0	0	0	0
max	short	user2	2	src+tgt	yes	34.05	1282	2_933	es	en	94	7	8.90	25.15	0.00	0.00	8.14	0.00	6.06	10.94	0.00	267	2	0	3	498	0	0	0	0
max	mid	user2	2	src+tgt	yes	25.19	212	2_933	es	en	37	8	7.34	17.85	0.00	0.00	6.79	0.00	0.00	10.69	0.37	109	0	1	1	99	0	0	1	1
max	mid	user2	2	src+tgt	yes	31.29	938	2_933	es	en	93	9	7.97	23.32	0.00	0.43	12.36	0.00	5.63	4.90	0.00	343	1	0	2	303	0	0	0	0
max	mid	user2	2	src+tgt	yes	20.20	2539	2_933	es	en	70	10	8.39	11.81	0.00	0.00	5.46	0.00	0.00	6.05	0.30	49	0	1	1	95	0	0	0	0
min	long	user2	2	src+tgt	yes	56.18	1700	2_933	es	en	60	11	16.35	39.83	0.00	1.53	8.49	8.79	6.33	8.33	6.36	154	1	1	0	370	1	2	0	58
min	long	user2	2	src+tgt	yes	33.50	939	2_933	es	en	40	12	12.42	21.08	0.00	1.00	5.66	0.00	4.03	4.63	5.76	84	0	2	0	56	2	2	2	10
min	long	user2	2	src+tgt	yes	44.57	2738	2_933	es	en	85	13	11.76	32.81	0.00	8.74	7.86	0.00	6.19	6.60	3.41	259	3	1	3	263	2	1	1	12
min	short	user2	2	src+tgt	yes	17.98	1124	2_933	es	en	10	14	7.90	10.08	0.00	0.00	2.73	0.00	0.00	7.35	0.00	31	0	0	1	97	0	0	0	0
min	short	user2	2	src+tgt	yes	21.22	37	2_933	es	en	35	15	5.23	15.99	0.00	0.00	2.80	0.00	1.47	8.83	2.89	99	1	0	1	328	1	0	1	0
min	mid	user2	2	src+tgt	yes	13.13	1800	2_933	es	en	25	16	5.73	7.40	0.00	0.00	3.00	0.00	0.00	4.10	0.30	36	0	1	1	93	0	0	0	0
min	short	user2	2	src+tgt	yes	17.47	662	2_933	es	en	40	17	9.20	8.27	0.00	0.00	1.53	0.00	0.00	5.86	0.88	10	0	0	1	73	0	0	1	13
min	mid	user2	2	src+tgt	yes	36.83	448	2_933	es	en	85	18	16.13	20.70	0.00	0.00	4.73	0.00	2.60	3.32	10.06	11	1	1	0	57	1	2	0	11
min	mid	user2	2	src+tgt	yes	19.90	475	2_933	es	en	35	19	12.77	7.13	0.00	0.00	1.80	0.00	0.00	3.46	1.86	34	1	0	1	13	0	0	1	0
min	mid	user2	2	src+tgt	yes	33.77	2004	2_933	es	en	45	20	14.15	19.62	0.00	0.00	9.63	0.00	0.00	8.86	1.12	111	2	2	2	123	2	2	1	3
max	long	user2	2	tgt	yes	24.64	154	2_866	es	en	40	1	6.82	17.82	1.20	6.09	6.10	0.00	0.00	0.00	4.43	294	0	2	0	0	0	2	0	31
max	long	user2	2	tgt	yes	20.74	2758	2_866	es	en	88	2	5.52	15.21	0.00	10.45	1.46	0.00	0.00	0.00	3.30	212	0	2	0	0	0	1	0	57
max	long	user2	2	tgt	yes	35.19	2126	2_866	es	en	49	3	5.78	29.41	0.00	14.31	2.79	0.00	0.00	0.00	12.32	412	0	4	0	0	0	3	0	139
max	short	user2	2	tgt	yes	23.22	985	2_866	es	en	29	4	9.44	13.78	2.70	3.99	7.10	0.00	0.00	0.00	0.00	205	0	0	0	0	0	0	0	0
max	short	user2	2	tgt	yes	12.89	1134	2_866	es	en	60	5	4.39	8.50	0.00	0.00	8.50	0.00	0.00	0.00	0.00	105	0	0	0	0	0	0	0	0
max	mid	user2	2	tgt	yes	22.82	1330	2_866	es	en	80	6	10.59	12.23	0.00	2.06	9.66	0.00	0.00	0.00	0.51	349	0	0	0	0	0	1	0	12
max	mid	user2	2	tgt	yes	12.46	2415	2_866	es	en	80	7	5.87	6.59	0.00	0.00	5.69	0.00	0.00	0.00	0.90	0	0	1	0	0	0	0	0	1
max	short	user2	2	tgt	yes	5.95	2841	2_866	es	en	100	8	5.58	0.37	0.00	0.00	0.37	0.00	0.00	0.00	0.00	2	0	0	0	0	0	0	0	0
max	mid	user2	2	tgt	yes	17.15	1332	2_866	es	en	20	9	10.72	6.43	0.00	0.00	6.13	0.00	0.00	0.00	0.30	176	0	1	0	0	0	2	0	8
max	mid	user2	2	tgt	yes	16.41	2790	2_866	es	en	40	10	15.34	1.07	0.00	0.00	0.00	0.00	0.00	0.00	1.07	0	0	0	0	0	0	0	0	24
min	short	user2	2	tgt	yes	6.75	342	2_866	es	en	18	11	3.49	3.26	0.00	0.00	2.73	0.00	0.00	0.00	0.53	61	0	0	0	0	0	1	0	1
min	long	user2	2	tgt	yes	21.61	86	2_866	es	en	70	12	13.62	7.99	0.00	0.00	7.99	0.00	0.00	0.00	0.00	205	0	0	0	0	0	0	0	0
min	long	user2	2	tgt	yes	32.81	2418	2_866	es	en	40	13	6.83	25.98	0.00	2.10	17.99	0.00	0.00	0.00	5.89	309	0	2	0	0	0	2	0	1
min	long	user2	2	tgt	yes	26.33	2701	2_866	es	en	60	14	7.91	18.42	0.00	5.66	7.20	0.00	0.00	0.00	5.56	285	0	1	0	0	0	1	0	0
min	short	user2	2	tgt	yes	13.11	2990	2_866	es	en	55	15	9.04	4.07	0.00	1.03	0.83	0.00	0.00	0.00	2.20	36	0	1	0	0	0	1	0	0
min	short	user2	2	tgt	yes	14.31	2056	2_866	es	en	45	16	14.01	0.30	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0
min	short	user2	2	tgt	yes	13.45	353	2_866	es	en	64	17	3.43	10.02	0.00	0.37	9.39	0.00	0.00	0.00	0.26	184	0	0	0	0	0	1	0	0
min	mid	user2	2	tgt	yes	22.30	2453	2_866	es	en	80	18	9.28	13.02	0.00	0.00	11.42	0.00	0.00	0.00	1.60	283	0	3	0	0	0	2	0	1
min	mid	user2	2	tgt	yes	34.74	2709	2_866	es	en	45	19	9.20	25.54	0.00	0.97	17.22	0.00	0.00	0.00	7.35	313	0	3	0	0	0	4	0	30
min	mid	user2	2	tgt	yes	18.38	94	2_866	es	en	13	20	14.75	3.63	0.00	0.00	3.63	0.00	0.00	0.00	0.00	55	0	0	0	0	0	0	0	0
max	long	user20	20	src	yes	28.57	2680	20_776	es	en	70	1	4.53	24.04	0.00	0.00	0.00	8.53	0.00	15.52	0.00	0	0	0	0	246	0	0	0	0
max	long	user20	20	src	yes	38.74	1839	20_776	es	en	100	2	12.00	26.74	0.00	0.00	0.00	12.05	4.10	10.59	0.00	0	0	0	0	251	0	0	0	0
max	long	user20	20	src	yes	38.54	667	20_776	es	en	100	3	6.90	31.64	0.00	0.00	0.00	5.39	14.38	10.83	1.04	0	0	0	0	351	1	0	0	25
max	short	user20	20	src	yes	14.52	1679	20_776	es	en	100	4	2.63	11.89	0.00	0.00	0.00	7.49	0.20	4.20	0.00	0	0	0	0	171	0	0	0	0
max	short	user20	20	src	yes	24.62	1125	20_776	es	en	49	5	4.50	20.12	0.00	0.00	0.00	9.33	2.13	8.67	0.00	0	0	0	0	321	0	0	0	0
max	short	user20	20	src	yes	10.08	2788	20_776	es	en	66	6	7.21	2.87	0.00	0.00	0.00	1.23	0.50	1.13	0.00	0	0	0	0	63	0	0	0	0
max	short	user20	20	src	yes	16.53	5	20_776	es	en	67	7	4.24	12.29	0.00	0.00	0.00	6.63	0.27	5.39	0.00	0	0	0	0	83	0	0	0	0
max	mid	user20	20	src	yes	22.17	1185	20_776	es	en	100	8	4.52	17.65	0.00	0.00	0.00	13.62	0.00	4.03	0.00	0	0	0	0	118	0	0	0	0
max	mid	user20	20	src	yes	20.69	470	20_776	es	en	17	9	6.40	14.29	0.00	0.00	0.00	8.00	2.70	3.59	0.00	0	0	0	0	155	0	0	0	0
max	mid	user20	20	src	yes	28.76	2681	20_776	es	en	90	10	3.02	25.74	0.00	0.00	0.00	10.54	3.63	11.16	0.40	0	0	0	0	295	1	0	0	5
min	long	user20	20	src	yes	56.52	423	20_776	es	en	61	11	3.10	53.42	0.00	0.00	0.00	23.71	15.42	13.99	0.30	0	0	0	0	504	1	0	0	0
min	long	user20	20	src	yes	32.39	608	20_776	es	en	80	12	5.91	26.48	0.00	0.00	0.00	7.25	8.69	9.44	1.10	0	0	0	0	256	1	0	0	27
min	short	user20	20	src	yes	12.59	931	20_776	es	en	21	13	12.08	0.51	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0	0	0	0	1	0	0	0	0
min	long	user20	20	src	yes	40.85	1955	20_776	es	en	20	14	1.69	39.16	0.00	0.00	0.00	2.50	12.59	15.92	8.16	0	0	0	0	337	2	0	1	25
min	long	user20	20	src	yes	40.31	2011	20_776	es	en	18	15	2.41	37.90	0.00	0.00	0.00	8.63	16.29	11.06	1.93	0	0	0	0	323	1	0	0	30
min	short	user20	20	src	yes	19.59	868	20_776	es	en	25	16	4.74	14.85	0.00	0.00	0.00	10.59	0.24	4.03	0.00	0	0	0	0	199	0	0	0	0
min	short	user20	20	src	yes	26.12	1282	20_776	es	en	23	17	8.87	17.25	0.00	0.00	0.00	10.49	0.06	6.47	0.23	0	0	0	0	165	1	0	1	8
min	mid	user20	20	src	yes	26.22	212	20_776	es	en	18	18	1.61	24.61	0.00	0.00	0.00	12.32	2.33	9.63	0.33	0	0	0	0	347	1	0	0	2
min	mid	user20	20	src	yes	17.66	938	20_776	es	en	28	19	4.36	13.30	0.00	0.00	0.00	7.86	1.70	3.74	0.00	0	0	0	0	125	0	0	0	0
min	mid	user20	20	src	yes	21.68	2539	20_776	es	en	22	20	3.83	17.85	0.00	0.00	0.00	10.86	0.00	6.99	0.00	0	0	0	0	248	0	0	0	0
max	long	user20	20	src+tgt	yes	38.87	1302	20_981	es	en	13	1	3.93	34.94	8.39	0.00	0.00	10.82	4.33	11.06	0.33	56	2	0	2	326	1	0	0	1
max	long	user20	20	src+tgt	yes	44.52	663	20_981	es	en	18	2	5.45	39.07	4.76	0.37	1.73	13.79	4.46	13.66	0.30	94	3	0	3	359	1	0	0	0
max	long	user20	20	src+tgt	yes	42.34	1216	20_981	es	en	70	3	4.07	38.27	4.53	4.83	1.83	15.16	4.82	6.20	0.90	120	2	0	2	352	1	0	0	11
max	short	user20	20	src+tgt	yes	17.16	974	20_981	es	en	10	4	11.03	6.13	0.00	0.00	0.00	0.00	1.45	4.68	0.00	0	0	0	0	24	0	0	0	0
max	long	user20	20	src+tgt	yes	63.48	1829	20_981	es	en	76	5	1.01	62.47	4.66	6.66	0.00	10.49	21.97	18.38	0.30	186	1	0	1	556	1	0	0	0
max	short	user20	20	src+tgt	yes	15.53	2575	20_981	es	en	49	6	3.50	12.03	0.00	0.00	0.00	7.59	1.36	3.07	0.00	0	0	0	0	28	0	0	0	0
max	short	user20	20	src+tgt	yes	22.26	124	20_981	es	en	23	7	2.51	19.75	3.79	0.00	0.00	10.07	0.00	5.89	0.00	34	1	0	1	175	0	0	0	0
max	mid	user20	20	src+tgt	yes	18.04	1632	20_981	es	en	100	8	1.85	16.19	2.73	0.00	0.37	2.30	7.56	3.23	0.00	21	2	0	2	133	0	0	0	0
max	mid	user20	20	src+tgt	yes	22.46	1462	20_981	es	en	97	9	7.37	15.09	1.80	0.00	0.00	10.13	1.47	1.70	0.00	29	2	0	2	119	0	0	0	0
max	mid	user20	20	src+tgt	yes	34.83	930	20_981	es	en	93	10	3.77	31.06	5.35	0.10	4.57	18.24	2.80	0.00	0.00	76	5	0	5	220	0	0	0	0
min	long	user20	20	src+tgt	yes	54.69	154	20_981	es	en	57	11	1.61	53.08	5.10	1.07	2.93	22.58	3.96	16.82	0.62	132	5	0	5	555	1	0	1	8
min	long	user20	20	src+tgt	yes	40.69	2758	20_981	es	en	16	12	8.12	32.57	4.66	4.90	1.73	14.22	4.29	2.76	0.00	224	1	0	2	209	0	0	0	0
min	long	user20	20	src+tgt	yes	46.77	2126	20_981	es	en	73	13	1.76	45.01	6.53	4.33	2.73	6.96	14.30	8.93	1.23	108	3	1	4	263	0	0	0	13
min	short	user20	20	src+tgt	yes	19.51	985	20_981	es	en	75	14	4.39	15.12	4.33	0.00	0.00	8.33	0.00	2.46	0.00	7	1	0	1	147	0	0	0	0
min	short	user20	20	src+tgt	yes	22.16	1134	20_981	es	en	72	15	2.91	19.25	0.00	0.00	0.00	13.12	0.00	6.13	0.00	0	0	0	0	74	0	0	0	0
min	mid	user20	20	src+tgt	yes	24.02	1330	20_981	es	en	19	16	5.53	18.49	3.96	0.00	0.53	8.56	1.83	3.60	0.00	67	2	0	2	198	0	0	0	0
min	mid	user20	20	src+tgt	yes	43.74	2415	20_981	es	en	56	17	5.74	38.00	4.70	0.00	2.27	25.61	5.43	0.00	0.00	75	2	0	2	217	0	0	0	0
min	short	user20	20	src+tgt	yes	9.28	2841	20_981	es	en	32	18	3.50	5.78	0.00	0.00	0.00	0.00	0.00	5.78	0.00	0	0	0	0	2	0	0	0	0
min	mid	user20	20	src+tgt	yes	25.18	1332	20_981	es	en	31	19	5.16	20.02	2.96	0.00	0.00	10.32	3.30	3.43	0.00	46	1	0	1	200	0	0	0	0
min	mid	user20	20	src+tgt	yes	27.58	2790	20_981	es	en	33	20	2.73	24.85	0.60	4.63	1.30	15.06	2.00	1.27	0.00	19	2	0	2	152	0	0	0	0
max	short	user20	20	tgt	yes	16.76	661	20_1041	es	en	27	1	9.23	7.53	7.53	0.00	0.00	0.00	0.00	0.00	0.00	59	0	0	0	0	0	0	0	0
max	mid	user20	20	tgt	yes	20.14	352	20_1041	es	en	64	2	6.92	13.22	11.89	0.00	1.33	0.00	0.00	0.00	0.00	126	0	0	0	0	0	0	0	0
max	long	user20	20	tgt	yes	16.47	4	20_1041	es	en	86	3	3.11	13.36	4.33	4.38	4.64	0.00	0.00	0.00	0.00	70	0	0	0	0	0	0	0	0
max	long	user20	20	tgt	yes	22.85	2035	20_1041	es	en	13	4	9.49	13.36	3.76	7.99	1.60	0.00	0.00	0.00	0.00	111	0	0	0	0	0	0	0	0
max	long	user20	20	tgt	yes	51.39	2207	20_1041	es	en	56	5	5.53	45.86	10.16	19.35	15.82	0.00	0.00	0.00	0.53	324	0	1	0	0	0	0	0	10
max	short	user20	20	tgt	yes	19.14	2741	20_1041	es	en	71	6	5.82	13.32	9.39	3.93	0.00	0.00	0.00	0.00	0.00	63	0	0	0	0	0	0	0	0
max	short	user20	20	tgt	yes	33.14	752	20_1041	es	en	50	7	6.06	27.08	21.88	0.00	5.20	0.00	0.00	0.00	0.00	140	0	0	0	0	0	0	0	0
max	mid	user20	20	tgt	yes	14.05	2708	20_1041	es	en	95	8	9.02	5.03	5.03	0.00	0.00	0.00	0.00	0.00	0.00	21	0	0	0	0	0	0	0	0
max	mid	user20	20	tgt	yes	17.27	466	20_1041	es	en	8	9	14.51	2.76	1.07	1.03	0.67	0.00	0.00	0.00	0.00	29	0	0	0	0	0	0	0	0
max	mid	user20	20	tgt	yes	18.43	142	20_1041	es	en	57	10	6.24	12.19	9.49	0.00	2.70	0.00	0.00	0.00	0.00	123	0	0	0	0	0	0	0	0
min	long	user20	20	tgt	yes	39.88	609	20_1041	es	en	65	11	5.21	34.67	16.39	0.50	17.78	0.00	0.00	0.00	0.00	170	0	0	0	0	0	0	0	0
min	long	user20	20	tgt	yes	28.95	937	20_1041	es	en	75	12	5.04	23.91	12.32	0.00	11.59	0.00	0.00	0.00	0.00	144	0	0	0	0	0	0	0	0
min	long	user20	20	tgt	yes	45.91	719	20_1041	es	en	25	13	3.18	42.73	19.22	12.73	10.19	0.00	0.00	0.00	0.59	249	0	3	0	0	0	2	0	4
min	short	user20	20	tgt	yes	18.68	1655	20_1041	es	en	0	14	10.35	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	15	0	0	0	0	0	0	0	0
min	short	user20	20	tgt	yes	73.61	450	20_1041	es	en	50	15	73.31	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0	0	0	0	0	0	0	0	0
min	short	user20	20	tgt	yes	61.39	666	20_1041	es	en	8	16	9.60	51.79	4.71	3.20	27.91	0.00	0.00	0.00	15.97	111	0	5	0	0	0	5	0	26
min	short	user20	20	tgt	yes	16.96	987	20_1041	es	en	37	17	7.37	9.59	0.00	6.03	0.00	0.00	0.00	0.00	3.56	53	0	1	0	0	0	0	0	17
min	mid	user20	20	tgt	yes	17.34	126	20_1041	es	en	13	18	1.33	16.01	0.00	12.79	0.00	0.00	0.00	0.00	3.22	13	0	1	0	0	0	1	0	12
