q_type	len_type	user	expUserID	game_type	usr_type	duration	id	game_id	slang	tlang	score	task_num	slack	total	divref0	divref1	divref2	divsrc0	divsrc1	divsrc2	divtrn0	divref-divref	divref-divsrc	divref-divtrn	divsrc-divref	divsrc-divsrc	divsrc-divtrn	divtrn-divref	divtrn-divsrc	divtrn-divtrn
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	1	3.57	31.71	0.00	0.00	0.00	0.43	3.94	0.00	27.34	0	0	0	0	71	2	0	2	131
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	2	5.37	16.32	0.00	0.00	0.00	0.00	4.10	3.10	9.13	0	0	0	0	44	2	0	1	129
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	3	7.18	39.43	0.00	0.00	0.00	0.93	3.26	2.33	32.91	0	0	0	0	168	1	0	0	547
max	short	user1	1	src	no	20.94	985	1_127	es	en	89	4	12.38	8.56	0.00	0.00	0.00	0.00	0.00	2.13	6.43	0	0	0	0	43	1	0	1	0
max	short	user1	1	src	no	18.23	1134	1_127	es	en	82	5	16.23	2.00	0.00	0.00	0.00	0.00	0.50	0.87	0.63	0	0	0	0	24	0	0	1	5
max	mid	user1	1	src	no	32.32	1330	1_127	es	en	74	6	5.51	26.81	0.00	0.00	0.00	0.00	4.50	0.07	22.25	0	0	0	0	104	3	0	3	46
max	mid	user1	1	src	no	28.50	2415	1_127	es	en	55	7	8.15	20.35	0.00	0.00	0.00	2.40	4.33	1.07	12.55	0	0	0	0	126	2	0	3	41
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	8	6.97	8.19	0.00	0.00	0.00	0.00	0.90	7.30	0.00	0	0	0	0	189	0	0	0	0
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	9	6.03	19.75	0.00	0.00	0.00	0.00	2.33	4.26	13.15	0	0	0	0	91	2	0	2	245
max	mid	user1	1	src	no	22.05	2790	1_127	es	en	54	10	12.43	9.62	0.00	0.00	0.00	0.00	2.80	0.00	6.82	0	0	0	0	57	1	0	2	77
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	11	2.87	20.55	0.00	0.00	0.00	1.30	1.26	17.16	0.83	0	0	0	0	316	1	0	1	0
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	12	3.16	52.55	0.00	0.00	0.00	0.00	7.19	0.00	45.36	0	0	0	0	141	2	0	2	597
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	13	12.50	34.95	0.00	0.00	0.00	0.60	2.68	0.00	31.68	0	0	0	0	62	2	0	1	478
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	14	4.58	44.30	0.00	0.00	0.00	0.00	4.73	0.30	39.27	0	0	0	0	118	4	0	3	592
min	short	user1	1	src	no	20.66	2990	1_127	es	en	15	15	9.31	11.35	0.00	0.00	0.00	0.87	1.63	4.33	4.53	0	0	0	0	144	2	0	2	8
min	short	user1	1	src	no	31.02	2056	1_127	es	en	91	16	8.98	22.04	0.00	0.00	0.00	0.00	9.96	3.83	8.26	0	0	0	0	91	1	0	1	15
min	short	user1	1	src	no	22.41	353	1_127	es	en	13	17	16.91	5.50	0.00	0.00	0.00	0.00	0.00	3.43	2.07	0	0	0	0	41	0	0	1	11
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	18	13.13	22.16	0.00	0.00	0.00	0.00	4.99	4.30	12.87	0	0	0	0	165	3	0	3	77
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	19	10.11	19.55	0.00	0.00	0.00	0.00	6.43	0.37	12.76	0	0	0	0	79	2	0	2	143
min	mid	user1	1	src	no	17.15	94	1_127	es	en	9	20	5.03	12.12	0.00	0.00	0.00	0.00	0.73	0.70	10.69	0	0	0	0	10	1	0	1	35
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	1	5.63	45.61	2.10	22.88	5.96	0.33	4.74	0.00	9.59	609	2	3	3	99	1	2	1	122
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	2	7.38	50.82	0.00	14.12	11.46	0.00	4.43	0.90	19.91	571	2	4	1	90	3	5	1	127
max	long	user1	1	src+tgt	no	54.55	719	1_1036	es	en	32	3	6.86	47.69	0.00	24.35	3.70	0.00	0.93	0.67	18.05	819	3	2	2	35	1	3	0	289
max	short	user1	1	src+tgt	no	29.99	1655	1_1036	es	en	100	4	14.30	15.69	0.00	0.27	4.80	0.00	0.00	2.40	8.22	61	1	1	2	49	0	0	1	2
max	short	user1	1	src+tgt	no	51.05	450	1_1036	es	en	16	5	47.32	3.73	0.00	0.00	1.73	0.00	0.00	1.00	0.99	62	0	1	0	24	0	0	1	1
max	short	user1	1	src+tgt	no	23.10	666	1_1036	es	en	16	6	5.48	17.62	0.00	6.40	7.29	0.00	0.63	0.23	3.07	89	1	2	2	12	0	1	1	30
max	short	user1	1	src+tgt	no	48.08	987	1_1036	es	en	51	7	6.62	41.46	0.00	13.34	4.51	0.00	1.67	13.11	8.83	349	6	1	6	244	3	1	2	30
max	mid	user1	1	src+tgt	no	45.39	126	1_1036	es	en	11	8	4.66	40.73	0.00	17.02	8.56	0.00	2.20	2.07	10.89	327	2	2	3	78	1	1	1	63
max	mid	user1	1	src+tgt	no	30.46	787	1_1036	es	en	21	9	4.66	25.80	0.00	3.13	16.19	0.00	5.10	0.70	0.69	284	3	0	4	121	0	0	1	7
max	mid	user1	1	src+tgt	no	44.71	2577	1_1036	es	en	65	10	3.41	41.30	4.05	13.09	7.33	0.23	2.90	1.33	12.36	435	3	2	1	56	1	3	0	35
min	long	user1	1	src+tgt	no	43.13	1331	1_1036	es	en	12	11	10.13	33.00	0.00	13.61	5.93	0.00	1.80	1.37	10.29	489	1	3	3	48	0	1	1	106
min	short	user1	1	src+tgt	no	44.50	2969	1_1036	es	en	25	12	3.87	40.63	3.76	6.63	20.28	0.00	0.00	6.36	3.60	464	1	1	2	133	0	0	1	0
min	long	user1	1	src+tgt	no	56.66	2085	1_1036	es	en	24	13	5.57	51.09	0.00	23.68	5.63	0.00	4.83	1.33	15.62	456	1	7	2	46	0	6	1	111
min	long	user1	1	src+tgt	no	40.42	341	1_1036	es	en	11	14	7.70	32.72	0.00	18.07	1.07	0.00	0.70	0.23	12.66	407	1	1	1	26	1	0	1	67
min	long	user1	1	src+tgt	no	70.34	747	1_1036	es	en	16	15	7.36	62.98	0.00	31.46	12.13	0.00	3.70	0.32	15.38	1052	3	2	3	91	1	2	1	208
min	short	user1	1	src+tgt	no	36.27	1654	1_1036	es	en	39	16	8.89	27.38	1.87	3.26	3.93	0.00	0.00	9.92	8.39	114	2	2	1	128	1	3	1	23
min	short	user1	1	src+tgt	no	24.87	2840	1_1036	es	en	25	17	7.38	17.49	0.00	3.16	7.13	0.00	4.13	0.03	3.03	102	0	2	2	76	0	1	1	31
min	mid	user1	1	src+tgt	no	28.64	1588	1_1036	es	en	24	18	5.06	23.58	0.00	14.13	3.66	0.00	1.40	0.00	4.40	207	1	1	1	16	0	1	0	15
min	mid	user1	1	src+tgt	no	39.08	1071	1_1036	es	en	14	19	7.31	31.77	0.00	7.63	14.55	0.00	3.13	1.53	4.93	447	2	2	2	86	0	2	0	16
min	mid	user1	1	src+tgt	no	46.20	403	1_1036	es	en	14	20	28.75	17.45	1.03	10.48	5.70	0.00	0.00	0.00	0.23	373	0	0	0	0	0	1	0	0
max	long	user1	1	tgt	no	95.54	423	1_665	es	en	37	1	4.41	91.13	0.00	54.89	16.09	0.00	0.00	0.00	20.15	1418	0	2	0	0	0	2	0	124
max	long	user1	1	tgt	no	92.17	608	1_665	es	en	31	2	6.47	85.70	0.00	42.51	19.48	0.00	0.00	0.00	23.72	1235	0	5	0	0	0	4	0	127
max	short	user1	1	tgt	no	35.47	931	1_665	es	en	72	3	6.49	28.98	0.00	2.56	26.08	0.00	0.00	0.00	0.33	364	0	1	0	0	0	1	0	0
max	long	user1	1	tgt	no	68.61	1955	1_665	es	en	11	4	14.36	54.25	2.10	24.84	10.49	0.00	0.00	0.00	16.82	718	0	6	0	0	0	6	0	282
max	long	user1	1	tgt	no	72.26	2011	1_665	es	en	69	5	10.18	62.08	0.00	34.68	11.45	0.00	0.00	0.00	15.95	893	0	2	0	0	0	2	0	276
max	short	user1	1	tgt	no	16.39	868	1_665	es	en	70	6	5.57	10.82	0.00	0.70	9.09	0.00	0.00	0.00	1.03	188	0	0	0	0	0	1	0	5
max	short	user1	1	tgt	no	29.59	1282	1_665	es	en	38	7	12.41	17.18	0.00	0.00	11.16	0.00	0.00	0.00	6.03	291	0	1	0	0	0	0	0	65
max	mid	user1	1	tgt	no	21.02	212	1_665	es	en	15	8	7.43	13.59	0.00	0.00	8.09	0.00	0.00	0.00	5.50	146	0	1	0	0	0	0	0	1
max	mid	user1	1	tgt	no	28.69	938	1_665	es	en	82	9	4.11	24.58	0.00	2.10	20.30	0.00	0.00	0.00	2.18	517	0	1	0	0	0	1	0	1
max	mid	user1	1	tgt	no	66.42	2539	1_665	es	en	42	10	4.81	61.61	0.00	15.62	32.04	0.00	0.00	0.00	13.95	903	0	4	0	0	0	3	0	58
min	long	user1	1	tgt	no	34.13	1700	1_665	es	en	40	11	4.01	30.12	2.30	10.53	9.26	0.00	0.00	0.00	8.03	276	0	1	0	0	0	0	0	74
min	long	user1	1	tgt	no	58.56	939	1_665	es	en	22	12	5.46	53.10	0.00	22.39	13.39	0.00	0.00	0.00	17.33	580	0	4	0	0	0	3	0	160
min	long	user1	1	tgt	no	64.71	2738	1_665	es	en	29	13	5.11	59.60	0.00	22.53	19.55	0.00	0.00	0.00	17.52	674	0	3	0	0	0	2	0	136
min	short	user1	1	tgt	no	23.43	1124	1_665	es	en	16	14	3.47	19.96	0.00	0.78	14.55	0.00	0.00	0.00	4.63	298	0	1	0	0	0	1	0	0
min	short	user1	1	tgt	no	23.71	37	1_665	es	en	62	15	7.13	16.58	0.00	0.00	16.58	0.00	0.00	0.00	0.00	281	0	0	0	0	0	0	0	0
min	mid	user1	1	tgt	no	20.97	1800	1_665	es	en	33	16	9.31	11.66	0.00	0.00	5.66	0.00	0.00	0.00	5.99	165	0	1	0	0	0	1	0	1
min	short	user1	1	tgt	no	20.03	662	1_665	es	en	20	17	3.88	16.15	0.00	0.00	15.78	0.00	0.00	0.00	0.37	338	0	2	0	0	0	1	0	0
min	mid	user1	1	tgt	no	44.25	448	1_665	es	en	12	18	8.84	35.41	0.00	1.76	32.71	0.00	0.00	0.00	0.93	668	0	1	0	0	0	1	0	0
min	mid	user1	1	tgt	no	24.55	475	1_665	es	en	61	19	8.69	15.86	0.00	1.63	8.36	0.00	0.00	0.00	5.87	175	0	1	0	0	0	2	0	32
min	mid	user1	1	tgt	no	43.98	2004	1_665	es	en	24	20	9.44	34.54	2.83	7.12	6.80	0.00	0.00	0.00	17.78	329	0	4	0	0	0	4	0	97
max	long	user10	10	src	yes	57.11	354	10_587	es	en	70	1	4.22	52.89	0.00	0.00	0.00	0.00	16.52	15.06	21.31	0	0	0	0	196	3	0	2	307
max	long	user10	10	src	yes	39.96	1414	10_587	es	en	90	2	1.31	38.65	0.00	0.00	0.00	5.23	16.21	10.69	6.53	0	0	0	0	156	1	0	1	109
max	long	user10	10	src	yes	46.29	83	10_587	es	en	92	3	2.99	43.30	0.00	0.00	0.00	8.70	18.34	10.27	5.99	0	0	0	0	270	2	0	2	158
max	short	user10	10	src	yes	29.72	1010	10_587	es	en	93	4	4.47	25.25	0.00	0.00	0.00	3.79	10.66	7.76	3.03	0	0	0	0	206	1	0	0	81
max	short	user10	10	src	yes	26.84	1009	10_587	es	en	91	5	2.00	24.84	0.00	0.00	0.00	5.67	11.66	5.23	2.30	0	0	0	0	206	1	0	0	39
max	mid	user10	10	src	yes	42.04	2949	10_587	es	en	70	6	4.54	37.50	0.00	0.00	0.00	0.00	11.92	22.78	2.80	0	0	0	0	359	1	0	0	81
max	mid	user10	10	src	yes	43.02	340	10_587	es	en	98	7	5.88	37.14	0.00	0.00	0.00	9.69	14.86	12.59	0.00	0	0	0	0	349	0	0	0	0
max	mid	user10	10	src	yes	32.75	1851	10_587	es	en	40	8	8.54	24.21	0.00	0.00	0.00	2.67	12.98	0.17	8.39	0	0	0	0	40	1	0	0	64
max	short	user10	10	src	yes	21.41	215	10_587	es	en	100	9	6.36	15.05	0.00	0.00	0.00	7.40	5.60	0.00	2.06	0	0	0	0	94	2	0	1	51
max	mid	user10	10	src	yes	41.93	1600	10_587	es	en	80	10	5.02	36.91	0.00	0.00	0.00	10.46	10.98	8.57	6.90	0	0	0	0	233	1	0	0	82
min	long	user10	10	src	yes	30.12	2968	10_587	es	en	25	11	0.85	29.27	0.00	0.00	0.00	0.03	13.13	9.62	6.50	0	0	0	0	97	1	0	0	74
min	long	user10	10	src	yes	24.54	1123	10_587	es	en	10	12	3.29	21.25	0.00	0.00	0.00	4.06	9.12	4.23	3.83	0	0	0	0	94	1	0	0	63
min	long	user10	10	src	yes	42.65	677	10_587	es	en	36	13	3.18	39.47	0.00	0.00	0.00	8.95	16.59	7.60	6.33	0	0	0	0	253	1	0	0	99
min	short	user10	10	src	yes	46.31	2789	10_587	es	en	50	14	6.81	39.50	0.00	0.00	0.00	0.23	8.60	20.75	9.92	0	0	0	0	175	2	0	1	172
min	short	user10	10	src	yes	12.43	722	10_587	es	en	0	15	12.13	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0	0	0	0	0	0	0	0	0
min	short	user10	10	src	yes	38.20	2365	10_587	es	en	56	16	4.79	33.41	0.00	0.00	0.00	3.54	4.06	16.88	8.93	0	0	0	0	248	3	0	2	24
min	short	user10	10	src	yes	35.12	1553	10_587	es	en	85	17	1.93	33.19	0.00	0.00	0.00	2.26	10.63	17.34	2.96	0	0	0	0	323	2	0	1	90
min	mid	user10	10	src	yes	36.86	2075	10_587	es	en	67	18	2.01	34.85	0.00	0.00	0.00	4.27	11.46	13.64	5.49	0	0	0	0	245	1	0	0	116
min	mid	user10	10	src	yes	38.88	594	10_587	es	en	30	19	4.21	34.67	0.00	0.00	0.00	5.76	14.01	12.00	2.89	0	0	0	0	203	1	0	0	37
min	mid	user10	10	src	yes	52.16	451	10_587	es	en	31	20	0.80	51.36	0.00	0.00	0.00	0.73	21.25	18.78	10.60	0	0	0	0	324	2	0	2	181
max	long	user10	10	src+tgt	yes	44.44	6	10_832	es	en	95	1	4.38	40.06	1.40	6.48	0.80	5.73	9.53	11.86	4.26	25	2	0	2	197	1	0	0	63
max	long	user10	10	src+tgt	yes	60.71	1327	10_832	es	en	40	2	2.56	58.15	3.33	1.97	4.29	16.91	20.70	3.73	7.23	68	4	1	5	360	0	0	0	122
max	long	user10	10	src+tgt	yes	60.50	1656	10_832	es	en	20	3	3.15	57.35	0.00	9.92	2.66	0.00	30.03	9.54	5.20	68	5	1	6	284	1	0	1	72
max	short	user10	10	src+tgt	yes	50.02	2830	10_832	es	en	100	4	3.31	46.71	5.19	8.49	3.63	11.52	9.30	6.07	2.50	89	3	0	3	201	1	0	0	14
max	short	user10	10	src+tgt	yes	43.68	1149	10_832	es	en	15	5	3.38	40.30	0.00	0.90	2.26	4.60	10.71	20.15	1.67	54	2	0	2	175	2	0	1	19
max	short	user10	10	src+tgt	yes	36.96	973	10_832	es	en	95	6	11.61	25.35	0.00	0.00	0.00	0.00	10.22	5.96	9.17	0	0	0	0	24	1	0	0	20
max	short	user10	10	src+tgt	yes	47.33	2108	10_832	es	en	96	7	2.30	45.03	8.05	3.70	0.00	24.01	4.11	3.89	1.27	91	5	0	5	288	2	0	1	12
max	mid	user10	10	src+tgt	yes	36.94	1589	10_832	es	en	50	8	3.60	33.34	3.66	1.80	9.62	3.96	10.99	1.77	1.54	29	2	1	3	160	0	0	0	9
max	mid	user10	10	src+tgt	yes	52.19	607	10_832	es	en	80	9	1.53	50.66	3.50	4.78	2.12	11.96	13.15	10.38	4.77	128	5	0	5	373	1	0	0	87
max	mid	user10	10	src+tgt	yes	41.52	1501	10_832	es	en	94	10	2.48	39.04	3.37	5.26	0.03	9.76	12.50	4.52	3.60	77	4	0	4	218	1	0	0	59
min	long	user10	10	src+tgt	yes	45.25	178	10_832	es	en	10	11	3.26	41.99	0.00	1.20	1.86	6.03	24.09	5.51	3.31	25	2	0	2	145	1	0	1	78
min	long	user10	10	src+tgt	yes	59.81	82	10_832	es	en	8	12	4.02	55.79	0.00	4.49	2.19	5.39	17.49	23.89	2.33	31	4	0	4	396	1	0	0	56
min	short	user10	10	src+tgt	yes	26.97	1306	10_832	es	en	12	13	2.22	24.75	0.00	0.00	0.00	9.96	3.83	8.69	2.26	0	0	0	0	156	1	0	0	20
min	long	user10	10	src+tgt	yes	55.79	1992	10_832	es	en	73	14	3.73	52.06	0.00	2.73	6.91	8.23	24.05	7.86	2.29	71	7	1	8	262	1	0	1	34
min	long	user10	10	src+tgt	yes	37.27	2366	10_832	es	en	20	15	1.87	35.40	0.00	11.32	0.00	0.13	14.02	5.96	3.97	23	1	0	1	192	2	0	1	16
min	short	user10	10	src+tgt	yes	36.29	1132	10_832	es	en	70	16	12.07	24.22	1.26	3.40	0.00	0.00	9.29	2.51	7.76	25	1	1	2	57	2	0	2	34
min	short	user10	10	src+tgt	yes	22.12	2373	10_832	es	en	15	17	3.70	18.42	0.00	1.23	0.00	4.73	4.93	3.46	4.06	2	0	1	1	98	1	0	1	62
min	mid	user10	10	src+tgt	yes	34.31	603	10_832	es	en	66	18	3.87	30.44	0.00	2.50	1.26	8.53	11.46	4.96	1.73	14	1	1	2	248	0	0	0	29
min	mid	user10	10	src+tgt	yes	26.03	846	10_832	es	en	30	19	3.35	22.68	0.00	1.53	0.00	0.00	10.95	4.50	5.70	33	2	0	2	110	1	0	0	93
min	mid	user10	10	src+tgt	yes	20.95	1068	10_832	es	en	30	20	2.40	18.55	0.03	1.66	0.00	0.00	5.65	6.65	4.56	19	1	1	2	38	0	0	0	76
max	long	user10	10	tgt	yes	19.94	1099	10_837	es	en	21	1	4.79	15.15	0.00	10.46	3.03	0.00	0.00	0.00	1.66	54	0	1	0	0	0	0	0	31
max	long	user10	10	tgt	yes	29.11	2250	10_837	es	en	95	2	3.43	25.68	0.00	15.99	0.00	0.00	0.00	0.00	9.69	67	0	2	0	0	0	1	0	123
max	long	user10	10	tgt	yes	34.06	625	10_837	es	en	41	3	4.08	29.98	0.00	14.72	12.82	0.00	0.00	0.00	2.43	62	0	1	0	0	0	0	0	11
max	short	user10	10	tgt	yes	8.78	84	10_837	es	en	18	4	8.05	0.73	0.00	0.73	0.00	0.00	0.00	0.00	0.00	15	0	0	0	0	0	0	0	0
max	long	user10	10	tgt	yes	40.96	1750	10_837	es	en	20	5	4.16	36.80	3.90	17.39	9.42	0.00	0.00	0.00	6.09	129	0	1	0	0	0	0	0	61
max	short	user10	10	tgt	yes	28.18	2312	10_837	es	en	100	6	1.51	26.67	5.70	10.00	4.79	0.00	0.00	0.00	6.19	111	0	1	0	0	0	1	0	55
max	short	user10	10	tgt	yes	29.49	2707	10_837	es	en	80	7	5.34	24.15	6.12	8.36	6.59	0.00	0.00	0.00	3.07	85	0	1	0	0	0	0	0	62
max	mid	user10	10	tgt	yes	43.21	986	10_837	es	en	41	8	7.34	35.87	1.37	13.22	3.62	0.00	0.00	0.00	17.66	43	0	2	0	0	0	2	0	23
max	mid	user10	10	tgt	yes	20.21	2908	10_837	es	en	91	9	3.92	16.29	0.00	12.47	0.06	0.00	0.00	0.00	3.76	74	0	1	0	0	0	0	0	31
max	mid	user10	10	tgt	yes	17.87	2970	10_837	es	en	93	10	1.82	16.05	0.00	8.49	0.00	0.00	0.00	0.00	7.56	14	0	1	0	0	0	1	0	62
min	long	user10	10	tgt	yes	20.48	125	10_837	es	en	10	11	3.93	16.55	0.10	10.13	2.05	0.00	0.00	0.00	4.26	48	0	1	0	0	0	0	0	83
min	long	user10	10	tgt	yes	22.57	2699	10_837	es	en	6	12	4.45	18.12	0.00	9.60	5.73	0.00	0.00	0.00	2.79	77	0	1	0	0	0	0	0	54
min	long	user10	10	tgt	yes	26.15	2367	10_837	es	en	7	13	5.27	20.88	5.39	6.43	7.61	0.00	0.00	0.00	1.45	108	0	1	0	0	0	0	0	10
min	short	user10	10	tgt	yes	15.46	1590	10_837	es	en	6	14	1.74	13.72	0.00	5.42	0.00	0.00	0.00	0.00	8.30	17	0	1	0	0	0	1	0	10
min	short	user10	10	tgt	yes	18.14	1057	10_837	es	en	2	15	4.22	13.92	4.23	8.89	0.00	0.00	0.00	0.00	0.80	43	0	1	0	0	0	0	0	17
min	mid	user10	10	tgt	yes	14.40	479	10_837	es	en	4	16	4.18	10.22	0.00	9.36	0.00	0.00	0.00	0.00	0.86	60	0	1	0	0	0	0	0	4
min	mid	user10	10	tgt	yes	16.44	1830	10_837	es	en	10	17	4.41	12.03	3.23	5.13	1.76	0.00	0.00	0.00	1.90	24	0	1	0	0	0	0	0	15
min	short	user10	10	tgt	yes	11.25	855	10_837	es	en	8	18	2.23	9.02	0.00	6.70	0.00	0.00	0.00	0.00	2.33	1	0	1	0	0	0	1	0	15
min	mid	user10	10	tgt	yes	26.11	1011	10_837	es	en	10	19	1.63	24.48	0.07	9.15	3.07	0.00	0.00	0.00	12.19	50	0	2	0	0	0	2	0	43
min	mid	user10	10	tgt	yes	25.28	1828	10_837	es	en	48	20	3.90	21.38	0.00	10.32	5.33	0.00	0.00	0.00	5.73	78	0	1	0	0	0	0	0	91
max	long	user11	11	src	no	20.93	6	11_616	es	en	74	1	4.11	16.82	0.00	0.00	0.00	0.13	8.73	2.86	5.09	0	0	0	0	130	1	0	0	98
max	long	user11	11	src	no	19.47	1327	11_616	es	en	86	2	1.95	17.52	0.00	0.00	0.00	0.86	10.26	4.30	2.10	0	0	0	0	111	1	0	0	45
max	long	user11	11	src	no	11.26	1656	11_616	es	en	56	3	6.93	4.33	0.00	0.00	0.00	0.00	0.69	0.00	3.64	0	0	0	0	18	1	0	1	26
max	short	user11	11	src	no	10.66	2830	11_616	es	en	82	4	2.80	7.86	0.00	0.00	0.00	0.37	0.43	5.53	1.53	0	0	0	0	30	1	0	0	33
max	short	user11	11	src	no	8.13	1149	11_616	es	en	62	5	3.37	4.76	0.00	0.00	0.00	0.00	2.30	0.00	2.46	0	0	0	0	6	1	0	1	6
max	short	user11	11	src	no	10.61	973	11_616	es	en	87	6	6.68	3.93	0.00	0.00	0.00	0.00	0.00	1.73	2.19	0	0	0	0	0	1	0	0	25
max	short	user11	11	src	no	12.17	2108	11_616	es	en	89	7	5.27	6.90	0.00	0.00	0.00	3.22	0.00	1.70	1.97	0	0	0	0	13	1	0	1	21
max	mid	user11	11	src	no	10.26	1589	11_616	es	en	37	8	4.13	6.13	0.00	0.00	0.00	1.60	0.70	2.93	0.90	0	0	0	0	8	1	0	0	10
max	mid	user11	11	src	no	23.44	607	11_616	es	en	79	9	1.36	22.08	0.00	0.00	0.00	10.29	6.99	3.33	1.47	0	0	0	0	240	1	0	1	0
max	mid	user11	11	src	no	18.66	1501	11_616	es	en	83	10	1.87	16.79	0.00	0.00	0.00	3.47	4.52	7.43	1.37	0	0	0	0	119	1	0	0	39
min	long	user11	11	src	no	10.90	178	11_616	es	en	31	11	5.21	5.69	0.00	0.00	0.00	0.00	2.00	3.03	0.67	0	0	0	0	22	1	0	0	11
min	long	user11	11	src	no	9.37	82	11_616	es	en	57	12	7.90	1.47	0.00	0.00	0.00	0.00	0.00	1.47	0.00	0	0	0	0	29	0	0	0	0
min	short	user11	11	src	no	13.70	1306	11_616	es	en	42	13	6.83	6.87	0.00	0.00	0.00	2.07	1.40	0.37	3.03	0	0	0	0	35	1	0	2	15
min	long	user11	11	src	no	16.56	1992	11_616	es	en	62	14	4.87	11.69	0.00	0.00	0.00	1.33	5.83	0.13	4.40	0	0	0	0	37	3	0	2	37
min	long	user11	11	src	no	13.41	2366	11_616	es	en	58	15	5.85	7.56	0.00	0.00	0.00	0.00	4.03	2.70	0.83	0	0	0	0	53	1	0	0	16
min	short	user11	11	src	no	8.01	1132	11_616	es	en	44	16	5.58	2.43	0.00	0.00	0.00	0.00	0.77	0.00	1.66	0	0	0	0	8	1	0	1	21
min	short	user11	11	src	no	7.53	2373	11_616	es	en	41	17	1.57	5.96	0.00	0.00	0.00	0.00	1.96	2.15	1.85	0	0	0	0	7	2	0	1	44
min	mid	user11	11	src	no	11.32	603	11_616	es	en	56	18	2.89	8.43	0.00	0.00	0.00	0.00	0.00	2.40	6.02	0	0	0	0	2	1	0	0	28
min	mid	user11	11	src	no	10.07	846	11_616	es	en	66	19	3.27	6.80	0.00	0.00	0.00	4.19	0.50	0.74	1.37	0	0	0	0	32	2	0	1	31
min	mid	user11	11	src	no	9.07	1068	11_616	es	en	40	20	2.44	6.63	0.00	0.00	0.00	0.97	2.88	2.08	0.70	0	0	0	0	26	1	0	0	9
max	long	user11	11	src+tgt	no	14.88	1099	11_313	es	en	45	1	8.20	6.68	0.00	0.27	0.00	0.00	3.24	0.00	3.16	4	1	0	1	36	0	0	1	0
max	long	user11	11	src+tgt	no	21.86	2250	11_313	es	en	67	2	2.48	19.38	0.00	5.26	0.00	0.00	9.04	1.29	3.80	55	6	0	5	82	4	1	2	27
max	long	user11	11	src+tgt	no	14.57	625	11_313	es	en	85	3	4.71	9.86	0.00	0.27	0.00	0.00	7.03	0.30	2.26	2	1	0	1	20	1	0	0	26
max	short	user11	11	src+tgt	no	7.35	84	11_313	es	en	40	4	3.33	4.02	0.60	0.00	0.00	3.12	0.00	0.30	0.00	9	1	0	1	19	0	0	0	0
max	long	user11	11	src+tgt	no	21.59	1750	11_313	es	en	57	5	3.33	18.26	0.00	1.50	0.00	0.00	10.36	5.39	1.00	13	2	0	2	123	1	0	0	28
max	short	user11	11	src+tgt	no	11.15	2312	11_313	es	en	85	6	6.62	4.53	0.00	0.47	0.00	0.00	1.30	0.66	2.10	16	1	0	1	7	1	0	0	2
max	short	user11	11	src+tgt	no	10.91	2707	11_313	es	en	65	7	2.56	8.35	0.00	0.30	0.00	2.69	1.46	0.00	3.90	9	1	0	1	46	2	0	1	82
max	mid	user11	11	src+tgt	no	14.48	986	11_313	es	en	67	8	2.56	11.92	0.00	0.77	0.57	0.30	5.86	2.10	2.33	21	3	0	3	43	2	0	1	24
max	mid	user11	11	src+tgt	no	14.37	2908	11_313	es	en	68	9	4.18	10.19	0.06	2.07	0.00	1.70	1.77	2.96	1.63	34	2	1	3	20	0	0	0	49
max	mid	user11	11	src+tgt	no	12.41	2970	11_313	es	en	56	10	1.65	10.76	0.00	0.17	0.00	0.25	4.61	3.57	2.16	3	1	0	1	35	1	0	1	29
min	long	user11	11	src+tgt	no	11.93	125	11_313	es	en	36	11	2.74	9.19	0.00	1.20	1.30	0.00	4.23	1.26	1.20	10	3	1	3	35	1	1	0	2
min	long	user11	11	src+tgt	no	11.84	2699	11_313	es	en	55	12	2.28	9.56	0.00	0.00	0.00	2.20	2.13	3.53	1.70	0	0	0	0	44	1	0	0	27
min	long	user11	11	src+tgt	no	21.94	2367	11_313	es	en	85	13	4.85	17.09	1.07	3.16	0.07	2.40	6.63	3.19	0.57	56	5	0	5	70	1	0	0	11
min	short	user11	11	src+tgt	no	12.78	1590	11_313	es	en	35	14	6.21	6.57	1.68	0.23	2.36	0.17	0.00	0.70	1.43	2	2	1	1	4	0	1	0	2
min	short	user11	11	src+tgt	no	8.95	1057	11_313	es	en	18	15	4.40	4.55	0.00	0.00	0.00	0.00	1.66	1.26	1.63	0	0	0	0	8	2	0	1	3
min	mid	user11	11	src+tgt	no	11.07	479	11_313	es	en	42	16	5.52	5.55	1.86	0.23	0.00	0.73	1.59	1.14	0.00	5	1	0	1	22	0	0	0	0
